,id,location,lat,lon
311,10921,"NISE Gwal Pahari, Gurugram - IMD",28.422681,77.148944
312,11577,"Vinoba Nagara, Shivamogga - KSPCB",13.94,75.555917
313,11578,"Royapuram, Chennai - TNPCB",13.1036,80.2909
314,11579,"Kodungaiyur, Chennai - TNPCB",13.1278,80.2642
315,11580,"Meelavittan, Thoothukudi - TNPCB",8.816428,78.099039
316,11581,"Arumbakkam, Chennai - TNPCB",13.0664,80.2112
317,11582,"Stuart Hill, Madikeri - KSPCB",12.415911,75.73505
318,11583,"Kunjaban, Agartala - Tripura SPCB",23.8628276,91.2887362
319,11602,"Bandra Kurla Complex, Mumbai - IITM",19.053536000000005,72.84643
320,11603,"Chandni Chowk, Delhi - IITM",28.656756,77.227234
321,11604,"Deonar, Mumbai - IITM",19.04946,72.923
322,11606,"Borivali East, Mumbai - IITM",19.23241,72.86895
323,11607,"Lodhi Road, Delhi - IITM",28.588333,77.221667
324,11608,"Bhosari, Pune - IITM",18.640051,73.848956
325,11609,"Mhada Colony, Pune - IITM",18.57304,73.927715
326,11610,"Transport Nagar-Nigdi, Pune - IITM",18.664282,73.763966
327,11611,"Malad West, Mumbai - IITM",19.19709,72.82204
328,11612,"Sector-19A Nerul, Navi Mumbai - IITM",19.044,73.03250000000001
329,11613,"Revenue Colony-Shivajinagar, Pune - IITM",18.530085,73.849598
330,12024,"Chakala-Andheri East, Mumbai - IITM",19.11074,72.86084
331,12039,"Khindipada-Bhandup West, Mumbai - IITM",19.164394,72.928297
332,12040,"Mulund West, Mumbai - MPCB",19.175,72.9419
333,12041,"Diwator Nagar, Koppal - KSPCB",15.34763,76.181767
334,12042,"Alandi, Pune - IITM",18.675076,73.892743
335,12043,"Haji Colony, Raichur - KSPCB",16.208139,77.348417
336,12044,"Kandivali East, Mumbai - MPCB",19.2058,72.8682
337,12045,"IITK, Kanpur - IITK",26.511738999999995,80.235136
338,12046,"Perungudi, Chennai - TNPCB",12.9533,80.2357
339,42240,"Pan Bazaar, Guwahati - APCB",26.1875,91.744194
340,44513,"Kadri, Mangalore - KSPCB",12.88925,74.853
341,44514,"Naubad, Bidar - KSPCB",17.930306,77.482194
342,44515,"Panchal Nagar, Gadag - KSPCB",15.411456,75.638133
343,45008,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",13.4127,80.1081
344,60656,"Tamaka Ind. Area, Kolar - KSPCB",13.1276288,78.1570122
345,60657,"Devaraj Urs Badavane, Davanagere - KSPCB",14.4758,75.9052
346,60658,"Hadapsar, Pune - IITM",18.501793,73.927532
347,60659,"Jawahar Nagar, Puducherry - PPCC",11.9309,79.8027
348,60660,"MIT-Kothrud, Pune - IITM",18.517754,73.8214883
349,60661,"Siddharth Nagar-Worli, Mumbai - IITM",19.000083,72.813993
350,220265,"Rajbagh, Srinagar - JKSPCB",34.06621,74.81982
351,220353,"Brahmagiri, Udupi - KSPCB",13.34194,74.74694
352,223145,"B.Katihalli, Hassan - KSPCB",13.008556,76.12525800000002
353,223146,"Naharlagun, Naharlagun - APSPCB",27.103358,93.679645
354,227384,"Jhunsi, Prayagraj - UPPCB",25.425601999999998,81.917152
355,227386,"B R Ambedkar University, Lucknow - UPPCB",26.766433000000003,80.927299
356,227387,"Motilal Nehru NIT, Prayagraj - UPPCB",25.494,81.863
357,227533,"Rakhial, Ahmedabad - IITM",23.016834,72.625775
358,227534,"Gyaspur, Ahmedabad - IITM",22.977134,72.553024
359,227535,"Manoharpur, Agra - UPPCB",27.237109999999998,78.01935999999999
360,227536,"Chandkheda, Ahmedabad - IITM",23.107969,72.574648
361,227931,"Sector-3B Avas Vikas Colony, Agra - UPPCB",27.19412,77.96236999999999
362,228297,"SVPI Airport Hansol, Ahmedabad - IITM",23.076793,72.627874
363,228298,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",23.04307,72.56296800000001
364,228299,"GIFT City, Gandhinagar - IITM",23.163798,72.677768
365,228300,"SAC ISRO Satellite, Ahmedabad - IITM",23.023389,72.515201
366,228301,"IIPHG Lekawada, Gandhinagar - IITM",23.243639,72.68994
367,228303,"SAC ISRO Bopal, Ahmedabad - IITM",23.041137,72.456691
368,228352,"Shastripuram, Agra - UPPCB",27.198620000000002,77.92066
369,228397,"IESD Banaras Hindu University, Varanasi - UPPCB",25.262326,82.995408
370,228403,"Bhelupur, Varanasi - UPPCB",25.301778,82.996789
371,228840,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",26.730136,83.433859
372,229195,"Maldahiya, Varanasi - UPPCB",25.323929999999997,82.99687
373,229252,"NSI Kalyanpur, Kanpur - UPPCB",26.509953999999997,80.249612
374,229404,"Kukrail Picnic Spot-1, Lucknow - UPPCB",26.90723,80.98579000000001
375,229473,blore_India_07_14_official,13.003347077,77.628012188
376,229728,"Kamalnath Nagar, Bettiah - BSPCB",26.80365,84.51954
377,229729,"Nagla Bhau, Firozabad - UPPCB",27.168896999999998,78.37696
378,229730,"Town Hall - Lal Bagh, Darbhanga - BSPCB",26.151459999999997,85.89342
379,229731,"Gandak Colony, Motihari - BSPCB",26.63086,84.90051
380,229985,"D M Colony, Bihar Sharif - BSPCB",25.204762,85.51496
381,229987,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",26.1403345,85.3650192
382,233414,"Omex Eternity, Vrindavan - UPPCB",27.571409000000003,77.655757
383,233415,"Sector 22, Chandigarh - CPCC",30.735567,76.77571400000001
